inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,inspector_missing
INSP01267,2025-09-10,SCH0343,True,True,True,True,True,Amrita Buch,Toilets locked,False
INSP02594,2025-06-24,SCH0107,True,True,True,True,False,Daksh Oza,No remarks,False
INSP01910,2025-04-05,SCH0439,True,False,True,False,False,Baljiwan Kunda,Good condition,False
INSP01599,2026-02-18,SCH0303,True,True,True,False,True,Balvan Naik,Needs repair,False
INSP02160,2025-05-07,SCH0594,True,True,True,False,False,Vrishti Dhaliwal,Toilets locked,False
INSP01608,2025-09-05,SCH0367,True,False,True,True,False,Bakhshi Sani,,False
INSP01830,2025-09-11,SCH0390,UNKNOWN,True,True,UNKNOWN,True,Yauvani Mani,Average,False
INSP00772,2025-12-12,SCH0104,True,True,True,UNKNOWN,True,Finn Bath,Good condition,False
INSP02945,2025-11-11,SCH0551,False,UNKNOWN,True,False,False,Aayush Vora,Toilets locked,False
INSP01961,2025-08-01,SCH0007,True,True,True,True,False,,No remarks,True
INSP02823,2025-07-29,SCH0587,True,True,False,True,False,Kashvi Sarin,Toilets locked,False
INSP01086,2025-11-19,SCH0383,True,True,True,UNKNOWN,False,Meera Narain,,False
INSP02250,2025-08-27,SCH0023,True,UNKNOWN,True,True,False,Jagvi Bhardwaj,,False
INSP02347,2026-02-14,SCH0556,True,True,True,True,True,Aadhya Ramanathan,Good condition,False
INSP01326,2025-05-19,SCH0360,UNKNOWN,True,True,False,False,Vihaan Soman,Needs repair,False
INSP02235,2026-01-18,SCH0014,True,UNKNOWN,True,False,False,,No remarks,True
INSP01742,2026-09-03,SCH0501,True,True,True,False,True,Ojasvi Nigam,Average,False
INSP01913,2025-08-09,SCH0553,True,True,True,True,False,,No remarks,True
INSP02363,2026-03-26,SCH0076,True,True,True,False,True,Azaan Rastogi,Needs repair,False
INSP01404,2025-09-23,SCH0083,True,True,UNKNOWN,True,True,Warinder Kari,Good condition,False
INSP02994,2025-12-18,SCH0150,True,True,False,False,True,Rachana Seth,Needs repair,False
INSP02366,2025-05-09,SCH0436,False,True,True,False,False,Xiti Sandhu,Toilets locked,False
INSP01914,2025-11-22,SCH0444,True,False,False,False,False,Zashil Bora,,False
INSP01164,2025-05-10,SCH0456,True,True,True,False,False,Finn Jhaveri,No remarks,False
INSP00964,2025-10-04,SCH0430,True,UNKNOWN,True,True,False,Chakradev Loke,Toilets locked,False
INSP02564,2025-09-28,SCH0114,UNKNOWN,True,True,True,False,Bahadurjit Ben,,False
INSP00399,2025-05-15,SCH0555,False,True,True,True,False,Jonathan Sharma,Toilets locked,False
INSP00585,2026-03-02,SCH0495,False,True,True,False,True,Agastya Varma,Toilets locked,False
INSP00949,2025-01-11,SCH0136,True,True,True,True,True,Parth Wagle,Good condition,False
INSP00705,2025-12-05,SCH0266,True,True,True,True,False,Kiaan Date,No remarks,False
INSP00432,2026-01-28,SCH0254,True,True,True,True,False,Max Bath,Good condition,False
INSP01689,2025-04-27,SCH0130,True,False,True,False,True,Libni Agarwal,No remarks,False
INSP00293,2025-08-23,SCH0064,True,True,True,True,True,Warinder Sachar,Needs repair,False
INSP00146,2025-07-07,SCH0518,True,True,False,False,False,Xiti Rege,Toilets locked,False
INSP00324,2026-01-22,SCH0564,True,True,False,True,False,Max Garg,Needs repair,False
INSP02723,2025-07-05,SCH0103,True,True,True,True,False,Theodore Sidhu,Needs repair,False
INSP02224,2025-11-07,SCH0536,True,True,True,True,False,Amrita Raju,,False
INSP01166,2025-07-16,SCH0067,True,False,True,True,True,,Toilets locked,True
INSP01453,2025-04-17,SCH0029,True,True,False,True,False,Nathan Shenoy,Needs repair,False
INSP00003,2025-06-04,SCH0568,UNKNOWN,False,True,True,False,Azad Pingle,Good condition,False
INSP01713,2025-12-11,SCH0300,True,True,True,True,True,Kritika Wason,Toilets locked,False
INSP00577,2026-02-25,SCH0536,False,True,True,True,UNKNOWN,Krish Manda,No remarks,False
INSP02424,2025-12-10,SCH0296,False,True,False,True,False,Ekaja Madan,Needs repair,False
INSP00340,2026-01-10,SCH0300,True,False,True,True,True,Neha Devi,Average,False
INSP02903,2025-11-18,SCH0450,True,True,True,True,True,Yug Nair,Average,False
INSP02479,2025-02-05,SCH0326,True,True,True,False,UNKNOWN,Upadhriti Chander,No remarks,False
INSP00926,2025-04-16,SCH0403,True,True,True,True,True,Yadavi Madan,Needs repair,False
INSP00266,2025-04-12,SCH0237,True,True,True,False,False,Manthan Bal,Good condition,False
INSP00377,2025-10-29,SCH0050,True,False,False,False,False,,No remarks,True
INSP02469,2025-09-25,SCH0037,UNKNOWN,True,False,True,False,Anamika Kunda,Average,False
INSP01464,2025-11-11,SCH0070,True,True,True,True,True,Dakshesh Memon,Good condition,False
INSP00272,2025-10-25,SCH0239,True,True,True,False,True,Jasmit Sampath,No remarks,False
INSP00697,2026-01-21,SCH0010,True,True,False,True,False,Parth Natt,No remarks,False
INSP00245,2026-02-22,SCH0474,True,True,False,False,False,Rudra Jha,Good condition,False
INSP02956,2025-10-15,SCH0368,True,True,False,True,False,Quincy Bath,No remarks,False
INSP00477,2025-05-26,SCH0505,False,True,True,True,UNKNOWN,Manya Mani,Toilets locked,False
INSP02011,2025-07-05,SCH0120,True,True,True,True,True,Varsha Gupta,Average,False
INSP01922,2025-02-06,SCH0228,True,True,True,True,True,,Needs repair,True
INSP00814,2026-06-03,SCH0221,True,UNKNOWN,True,True,True,Ayushman Parmar,Good condition,False
INSP01872,2025-10-06,SCH0184,True,True,True,False,True,Ekanta Bose,Needs repair,False
INSP02669,2026-01-11,SCH0505,False,False,True,True,False,Harinakshi Contractor,Good condition,False
INSP02926,2025-09-25,SCH0064,False,True,True,True,True,,Needs repair,True
INSP01165,2025-08-21,SCH0463,False,True,True,False,True,,Toilets locked,True
INSP02289,2026-03-25,SCH0210,True,True,True,True,True,Chandresh Mahal,Needs repair,False
INSP00251,2025-04-09,SCH0554,True,True,False,True,True,Laban Saini,Toilets locked,False
INSP00414,2026-03-17,SCH0401,True,True,True,False,False,Ekapad Sibal,Toilets locked,False
INSP00546,2025-06-09,SCH0219,True,True,True,UNKNOWN,False,,Good condition,True
INSP01194,2025-07-21,SCH0231,True,True,False,True,True,Pranav Sagar,Average,False
INSP00739,2025-04-12,SCH0583,False,True,True,True,True,Sai Issac,Good condition,False
INSP00311,2025-11-22,SCH0143,False,True,True,True,True,Divya Sankaran,,False
INSP00894,2025-10-14,SCH0347,True,True,True,False,True,Sarthak Dey,Good condition,False
INSP01132,2025-10-22,SCH0317,True,True,True,True,False,Akshay Magar,Average,False
INSP01450,2025-07-12,SCH0147,True,True,False,False,False,Lakshmi Mandal,Needs repair,False
INSP00016,2025-05-16,SCH0028,True,True,True,True,True,Nidhi Kadakia,Good condition,False
INSP02109,2025-07-21,SCH0122,True,UNKNOWN,True,False,True,Nirja Bassi,Toilets locked,False
INSP00722,2025-09-06,SCH0212,True,True,True,True,True,,Needs repair,True
INSP01421,2025-04-08,SCH0352,True,False,True,False,False,Diya Guha,Average,False
INSP02770,2026-01-14,SCH0119,True,True,True,False,False,Yamini Agate,Toilets locked,False
INSP00982,2025-07-31,SCH0128,False,UNKNOWN,True,False,False,Aarini Atwal,No remarks,False
INSP02219,2025-05-23,SCH0159,True,True,True,False,True,Ekbal Bakshi,Average,False
INSP01540,2025-07-21,SCH0559,UNKNOWN,True,False,True,True,Faqid Kapur,Needs repair,False
INSP02662,2026-03-02,SCH0122,True,True,True,False,False,Janya Joshi,Needs repair,False
INSP01551,2025-06-20,SCH0096,False,True,True,False,True,Ekavir Mallick,Needs repair,False
INSP02548,2025-05-31,SCH0033,False,True,False,True,True,Odika Nori,,False
INSP00364,2025-10-22,SCH0100,True,True,True,True,True,Aachal Toor,No remarks,False
INSP00983,2026-01-26,SCH0584,True,True,True,True,False,Ridhi Pathak,Toilets locked,False
INSP00183,2025-04-01,SCH0257,True,True,True,False,True,Meghana Chowdhury,,False
INSP00986,2025-10-28,SCH0122,UNKNOWN,UNKNOWN,True,False,False,Yatan Prabhu,Needs repair,False
INSP01195,2026-03-26,SCH0070,True,True,True,True,False,Yashasvi Ahluwalia,Good condition,False
INSP01974,2025-10-14,SCH0275,True,True,UNKNOWN,False,True,Bahadurjit Mallick,Average,False
INSP01870,2025-07-23,SCH0173,True,True,True,False,False,,No remarks,True
INSP01122,2025-05-12,SCH0157,True,True,False,False,False,,Good condition,True
INSP00188,2025-04-18,SCH0509,True,True,True,False,False,Ekansh Dayal,No remarks,False
INSP00620,2025-06-18,SCH0368,True,True,True,False,False,Timothy Balasubramanian,Toilets locked,False
INSP02899,2025-02-05,SCH0154,False,True,True,True,False,Urvashi Barad,,False
INSP01176,2025-06-13,SCH0345,False,True,True,True,True,Yug Parsa,,False
INSP01183,2025-09-03,SCH0133,True,True,True,True,True,Zilmil Doshi,Average,False
INSP02508,2025-04-19,SCH0566,True,True,True,UNKNOWN,False,Tanay Sahota,No remarks,False
INSP02320,2025-11-10,SCH0277,False,True,True,True,True,Ati Sama,Good condition,False
INSP00615,2025-07-20,SCH0372,True,True,True,UNKNOWN,True,Nandini Golla,Good condition,False
INSP01514,2025-10-09,SCH0402,False,True,True,False,True,Vivaan Bhattacharyya,Average,False
INSP01467,2025-12-28,SCH0368,True,UNKNOWN,True,True,False,,Average,True
INSP00402,2025-08-31,SCH0357,True,True,True,True,False,Siddharth Sethi,Average,False
INSP00995,2026-01-14,SCH0031,True,False,True,False,False,Rajata Dhaliwal,Toilets locked,False
INSP00935,2026-02-22,SCH0364,False,False,True,True,True,Ronith Gole,Average,False
INSP00372,2025-05-24,SCH0315,True,True,True,True,False,,Needs repair,True
INSP02091,2025-06-13,SCH0199,True,True,True,False,False,,No remarks,True
INSP02284,2025-08-04,SCH0556,True,True,True,False,True,Samesh Gulati,Good condition,False
INSP00594,2026-03-20,SCH0203,True,True,True,True,True,Raghav Chaudhuri,Toilets locked,False
INSP02829,2025-07-12,SCH0491,True,False,True,True,False,Januja Pal,,False
INSP00727,2025-11-09,SCH0022,True,True,True,True,True,Unni Sama,No remarks,False
INSP00827,2025-06-29,SCH0080,UNKNOWN,True,True,False,True,Aditya Vyas,No remarks,False
INSP01869,2025-09-01,SCH0394,True,True,UNKNOWN,UNKNOWN,True,Yash Nadig,Needs repair,False
INSP00688,2025-12-19,SCH0141,True,True,True,False,False,Rayaan Sundaram,No remarks,False
INSP02335,2025-10-26,SCH0107,True,True,True,True,False,Faqid Amble,Average,False
INSP00137,2025-04-17,SCH0237,True,True,False,True,False,Leela Mangal,Toilets locked,False
INSP02577,2026-03-01,SCH0184,True,True,True,False,True,,Average,True
INSP00629,2026-02-26,SCH0035,True,True,True,True,False,,Good condition,True
INSP00335,2026-03-29,SCH0248,False,True,False,True,False,Christopher Yadav,Good condition,False
INSP01806,2025-11-24,SCH0102,True,False,True,True,True,Aadhya Lad,Toilets locked,False
INSP00391,2025-08-16,SCH0600,False,True,True,True,False,Forum Shetty,No remarks,False
INSP02934,2026-03-14,SCH0535,True,True,False,False,False,,Average,True
INSP01110,2025-07-20,SCH0391,True,True,True,False,False,Adya Gara,Good condition,False
INSP01938,2025-12-20,SCH0150,True,True,True,False,False,Arin Nagi,,False
INSP02838,2025-07-12,SCH0170,False,True,UNKNOWN,False,False,Divya Bhalla,Needs repair,False
INSP00711,2025-12-26,SCH0513,True,False,True,True,False,,Average,True
INSP01040,2025-08-27,SCH0348,True,True,True,True,True,,Toilets locked,True
INSP02072,2025-06-26,SCH0032,True,True,True,False,True,Warjas Doshi,Good condition,False
INSP02874,2025-07-24,SCH0443,True,True,True,False,False,Bhavika Om,Toilets locked,False
INSP02729,2025-09-25,SCH0355,True,True,True,UNKNOWN,False,Ganga Shere,Toilets locked,False
INSP01562,2025-08-04,SCH0372,True,True,False,False,UNKNOWN,Pooja Gill,Toilets locked,False
INSP02898,2025-11-25,SCH0095,True,False,True,False,False,Max Dewan,Good condition,False
INSP01595,2025-07-26,SCH0538,UNKNOWN,True,True,True,UNKNOWN,Ira Bala,Good condition,False
INSP02991,2025-11-23,SCH0205,True,UNKNOWN,False,False,True,Avi Vig,No remarks,False
INSP02652,2025-04-22,SCH0019,True,False,True,True,True,Ayush Mangat,,False
INSP01113,2025-07-17,SCH0319,True,True,True,True,UNKNOWN,,Toilets locked,True
INSP00466,2026-01-16,SCH0397,True,True,UNKNOWN,True,True,Ojas Behl,,False
INSP01561,2025-01-05,SCH0306,False,True,True,False,False,Gautam Sahota,Needs repair,False
INSP01224,2026-02-18,SCH0144,True,True,False,True,False,Forum Minhas,,False
INSP02111,2025-04-15,SCH0214,UNKNOWN,True,True,True,True,Radha Prabhu,,False
INSP02472,2025-12-02,SCH0430,True,True,False,True,True,Wakeeta Dey,,False
INSP01509,2025-10-15,SCH0292,True,False,True,False,True,,Good condition,True
INSP02716,2026-01-09,SCH0120,True,True,True,False,UNKNOWN,,No remarks,True
INSP01105,2025-05-06,SCH0153,True,False,True,True,True,Dalbir Sur,Average,False
INSP00661,2025-08-28,SCH0276,True,True,True,False,True,Bhavika Venkataraman,Good condition,False
INSP00339,2025-08-15,SCH0493,False,True,True,True,False,Maanav Luthra,No remarks,False
INSP00216,2025-08-03,SCH0545,UNKNOWN,False,False,True,False,Mohammed Varghese,,False
INSP01616,2025-09-06,SCH0081,True,False,True,False,True,Nisha Wason,,False
INSP01342,2026-03-31,SCH0330,True,True,True,True,False,Jatin Date,,False
INSP02646,2025-09-06,SCH0226,False,True,True,False,False,Chaman Maharaj,Average,False
INSP02965,2025-07-21,SCH0460,True,True,True,False,False,Jagdish Bakshi,Toilets locked,False
INSP02947,2025-08-27,SCH0146,False,True,True,True,False,Charles Balasubramanian,,False
INSP01847,2025-10-07,SCH0469,True,True,True,False,True,Quincy Pau,,False
INSP01593,2025-10-05,SCH0436,True,True,False,True,False,Janaki Jhaveri,Toilets locked,False
INSP02047,2025-04-19,SCH0114,True,UNKNOWN,True,UNKNOWN,True,Aryan Sachdeva,Good condition,False
INSP02654,2025-07-04,SCH0489,True,True,True,False,True,Hardik Bhatia,Good condition,False
INSP00817,2025-06-07,SCH0301,False,True,True,True,True,Ayushman Viswanathan,No remarks,False
INSP01068,2025-08-13,SCH0086,True,True,True,UNKNOWN,True,Balveer Jhaveri,,False
INSP02139,2026-04-03,SCH0067,True,True,UNKNOWN,False,True,Widisha Badal,Good condition,False
INSP00275,2026-02-06,SCH0351,False,True,True,True,True,Advik Baria,,False
INSP02367,2025-05-23,SCH0095,True,True,False,True,True,Alka Comar,Needs repair,False
INSP00866,2026-01-05,SCH0103,False,True,True,True,True,Zehaan Nigam,Needs repair,False
INSP00102,2025-12-08,SCH0332,True,True,True,True,True,Jalsa Kumer,Needs repair,False
INSP01502,2025-12-01,SCH0258,True,True,True,False,True,Arunima Ramakrishnan,Good condition,False
INSP02938,2026-03-11,SCH0014,True,True,True,False,False,Nidra Barad,Toilets locked,False
INSP00172,2025-01-04,SCH0334,False,True,True,False,False,Ria Palla,,False
INSP00108,2025-07-07,SCH0568,True,True,UNKNOWN,True,False,Januja Patla,Good condition,False
INSP02217,2025-05-01,SCH0552,True,True,True,UNKNOWN,False,Girik Prashad,Toilets locked,False
INSP01522,2025-11-11,SCH0384,True,True,True,True,False,Amol Khalsa,,False
INSP01827,2025-09-08,SCH0231,False,True,True,False,True,Omaja Bhatnagar,Average,False
INSP02322,2026-03-24,SCH0304,True,True,True,False,False,Nathan Pathak,Needs repair,False
INSP01968,2025-05-12,SCH0096,True,True,False,True,True,Upma Kulkarni,Needs repair,False
INSP02416,2025-09-03,SCH0285,True,True,False,True,False,Varsha Manda,Toilets locked,False
INSP02121,2025-07-27,SCH0414,True,False,True,True,False,Ayush Deo,No remarks,False
INSP02374,2025-05-17,SCH0485,False,True,False,True,True,Anirudh Korpal,Average,False
INSP02464,2025-08-29,SCH0273,False,True,True,True,True,Baghyawati Sen,Needs repair,False
INSP02708,2025-05-26,SCH0014,False,True,False,False,UNKNOWN,Ishanvi Viswanathan,Toilets locked,False
INSP01963,2026-03-20,SCH0429,True,True,False,True,False,Eshana Singh,No remarks,False
INSP00296,2026-01-05,SCH0300,True,True,False,UNKNOWN,True,Jason Randhawa,,False
INSP00713,2026-04-01,SCH0059,UNKNOWN,False,False,True,True,Viraj Mitra,Needs repair,False
INSP00073,2025-11-06,SCH0560,False,True,True,UNKNOWN,True,Ishanvi Mander,Average,False
INSP01525,2025-05-13,SCH0353,True,False,True,False,True,Timothy Borra,Average,False
INSP02393,2026-02-06,SCH0328,False,True,True,False,True,Orinder Subramanian,Toilets locked,False
INSP02980,2025-12-21,SCH0481,False,False,True,True,True,Prisha Kaur,Good condition,False
INSP00482,2026-12-02,SCH0092,True,True,True,False,True,Tejas Maharaj,Good condition,False
INSP02338,2025-05-21,SCH0542,True,True,True,True,True,Mason Bhavsar,Needs repair,False
INSP01531,2025-12-04,SCH0509,False,True,UNKNOWN,False,True,Saksham Bera,No remarks,False
INSP02686,2025-04-20,SCH0243,False,True,True,True,False,Vedant Som,Needs repair,False
INSP01873,2026-03-08,SCH0165,True,True,True,True,True,,Good condition,True
INSP01515,2025-07-11,SCH0029,False,True,True,False,True,Omkaar Krishnan,Average,False
INSP01491,2025-11-12,SCH0230,UNKNOWN,False,True,False,True,Harsh Sagar,No remarks,False
INSP01172,2025-11-19,SCH0151,True,True,True,False,True,Samaksh Sidhu,Good condition,False
INSP02580,2025-07-01,SCH0546,True,UNKNOWN,True,True,True,Ayushman Sahota,No remarks,False
INSP02038,2025-04-08,SCH0428,False,True,True,UNKNOWN,False,Zaitra Rege,Needs repair,False
INSP02673,2025-06-14,SCH0214,True,True,True,False,True,Laksh Babu,Good condition,False
INSP02185,2025-05-29,SCH0186,False,False,False,UNKNOWN,True,Timothy Ganguly,,False
INSP02336,2025-10-16,SCH0443,True,True,False,False,False,Lucky Natt,Toilets locked,False
INSP02395,2025-11-13,SCH0141,True,True,True,False,False,Madhavi Ben,,False
INSP00406,2025-07-16,SCH0367,False,True,True,True,True,Vedika Sodhi,Average,False
INSP00758,2025-12-10,SCH0034,True,True,True,UNKNOWN,False,Inaya Barman,Toilets locked,False
INSP02115,2025-11-10,SCH0381,False,True,False,True,True,Meghana Sama,Average,False
INSP02303,2025-09-24,SCH0334,True,True,True,True,True,Vyanjana Tandon,Good condition,False
INSP00098,2025-09-14,SCH0520,UNKNOWN,False,True,True,False,Mitesh Mahajan,No remarks,False
INSP01334,2026-01-24,SCH0260,True,True,False,UNKNOWN,False,Amruta Talwar,Needs repair,False
INSP02513,2025-05-11,SCH0468,False,True,False,True,False,,No remarks,True
INSP00744,2025-06-28,SCH0268,False,True,True,False,False,,Needs repair,True
INSP00807,2025-08-20,SCH0131,True,True,False,UNKNOWN,False,Hiral Bhattacharyya,No remarks,False
INSP02911,2025-11-28,SCH0153,True,True,UNKNOWN,UNKNOWN,True,Qushi Gulati,Needs repair,False
INSP02079,2025-08-13,SCH0212,True,True,False,False,True,Vasana Kaul,No remarks,False
INSP02630,2025-07-01,SCH0490,True,True,True,True,True,Dayita Choudhry,Toilets locked,False
INSP01536,2025-06-04,SCH0474,True,True,False,True,False,Nandini Parikh,Needs repair,False
INSP02308,2026-09-01,SCH0486,False,True,UNKNOWN,True,False,Ekansh Natarajan,Average,False
INSP02267,2025-05-15,SCH0347,True,True,True,UNKNOWN,True,Thomas Lala,Toilets locked,False
INSP02467,2026-02-13,SCH0435,True,True,True,False,True,Faris Parmar,,False
INSP00149,2025-07-08,SCH0465,True,True,True,False,False,Azaan Sani,Needs repair,False
INSP01978,2025-10-26,SCH0311,False,True,False,True,True,Mugdha Badami,Average,False
INSP02163,2025-10-10,SCH0043,True,True,True,UNKNOWN,True,Ayaan Solanki,Good condition,False
INSP02304,2025-08-31,SCH0539,True,True,True,True,False,Shivansh Loke,Toilets locked,False
INSP01316,2026-03-17,SCH0293,False,True,True,True,False,Ranveer Dutt,No remarks,False
INSP00693,2026-10-03,SCH0102,True,True,False,UNKNOWN,False,,Toilets locked,True
INSP00819,2025-08-24,SCH0058,True,True,False,UNKNOWN,True,Harrison Shah,Good condition,False
INSP01729,2026-01-03,SCH0354,True,False,True,False,False,Ojasvi Venkataraman,,False
INSP01387,2026-02-21,SCH0566,False,False,True,True,False,Samarth Narain,No remarks,False
INSP01846,2025-07-28,SCH0163,True,False,False,True,False,Ucchal Ramaswamy,No remarks,False
INSP02405,2026-01-24,SCH0559,False,True,False,True,True,Hemangini Garg,,False
INSP02430,2026-03-05,SCH0298,True,True,True,False,True,Liam Prabhakar,No remarks,False
INSP01600,2025-09-12,SCH0172,False,True,False,False,True,Radhika Oza,Toilets locked,False
INSP02485,2025-01-05,SCH0334,True,True,True,True,True,Eiravati Naidu,Good condition,False
INSP02585,2026-02-14,SCH0555,False,True,True,True,False,Benjamin Chatterjee,,False
INSP00702,2025-12-12,SCH0364,True,True,True,UNKNOWN,True,Abha Agarwal,,False
INSP01500,2026-03-19,SCH0094,True,True,True,False,True,Diya Parmer,Needs repair,False
INSP02794,2025-09-18,SCH0230,True,True,True,True,True,Akshay Pingle,Needs repair,False
INSP00922,2025-03-12,SCH0132,True,True,False,True,True,,Average,True
INSP01425,2025-08-21,SCH0409,True,True,UNKNOWN,True,True,Eiravati Mangal,,False
INSP01709,2026-03-08,SCH0270,True,False,UNKNOWN,True,True,Vasatika Sinha,,False
INSP00906,2025-12-27,SCH0033,UNKNOWN,True,True,True,True,Anvi Kant,Needs repair,False
INSP00455,2026-03-16,SCH0205,True,True,True,False,False,Ekansh Gulati,,False
INSP02471,2025-08-05,SCH0431,True,True,UNKNOWN,False,True,Ikshita Shroff,Needs repair,False
INSP02209,2025-11-13,SCH0193,False,True,True,False,UNKNOWN,Amara Sathe,Needs repair,False
INSP02656,2025-10-16,SCH0205,False,True,True,False,False,Andrew Nigam,Average,False
INSP02299,2025-08-16,SCH0449,True,False,True,False,True,Abhimanyu Om,Needs repair,False
INSP00168,2025-04-09,SCH0568,False,True,True,True,True,Ranveer Magar,Good condition,False
INSP00731,2025-11-05,SCH0371,True,UNKNOWN,True,False,True,Widisha Dalal,Toilets locked,False
INSP02277,2025-05-20,SCH0569,False,True,True,False,False,Yatin Magar,Needs repair,False
INSP01311,2025-05-08,SCH0145,False,True,True,False,False,Sudiksha Tank,Average,False
INSP02422,2025-09-30,SCH0188,False,True,True,True,False,Dayamai Luthra,No remarks,False
INSP00027,2025-08-11,SCH0023,True,True,True,False,True,,Toilets locked,True
INSP02098,2025-11-29,SCH0329,UNKNOWN,True,False,False,True,,,True
INSP01898,2025-12-23,SCH0418,True,True,True,True,False,Yahvi Divan,Needs repair,False
INSP01653,2026-03-07,SCH0346,True,True,True,False,True,Abha Raval,Average,False
INSP01623,2025-04-24,SCH0257,False,True,True,True,True,Rachit Rastogi,Toilets locked,False
INSP00588,2026-10-02,SCH0309,True,True,True,True,False,Dayita Mahal,,False
INSP01402,2025-04-26,SCH0262,True,True,True,False,True,Bhavna Chandra,,False
INSP00998,2026-02-23,SCH0040,True,True,True,True,False,Chanakya Kata,Good condition,False
INSP01177,2025-09-02,SCH0148,True,True,True,True,True,Triya Singh,Good condition,False
INSP01701,2025-12-14,SCH0256,False,True,True,False,False,Vasana Wagle,Toilets locked,False
INSP01041,2026-01-17,SCH0029,True,True,True,True,True,Devansh Chaudhary,No remarks,False
INSP00034,2025-04-13,SCH0403,True,True,True,True,False,Chanakya Baria,No remarks,False
INSP02410,2025-05-12,SCH0417,False,True,False,True,True,Harshil Mall,Toilets locked,False
INSP01380,2026-03-03,SCH0181,True,True,False,True,True,Udant Wali,Average,False
INSP00042,2026-02-23,SCH0196,True,True,True,True,False,Varenya Parmer,Toilets locked,False
INSP01877,2025-10-15,SCH0265,True,True,True,False,True,Raghav Doshi,No remarks,False
INSP02952,2025-11-06,SCH0393,True,True,True,True,True,Ishita Chokshi,Good condition,False
INSP02309,2025-08-11,SCH0142,True,True,True,True,False,Tanish Zacharia,No remarks,False
INSP02741,2025-07-24,SCH0302,True,True,True,False,False,Aryan Roy,Average,False
INSP02280,2025-12-07,SCH0226,True,True,True,True,False,Anita Parmar,Needs repair,False
INSP02019,2025-05-28,SCH0282,True,True,True,True,True,Samarth Deshpande,Toilets locked,False
INSP02000,2025-09-01,SCH0217,False,True,True,True,True,Triya Dhawan,,False
INSP00610,2025-06-08,SCH0062,True,True,True,False,True,Niharika Nori,Good condition,False
INSP01133,2025-05-13,SCH0489,True,False,True,True,False,Yug Halder,,False
INSP00029,2025-06-03,SCH0132,True,True,UNKNOWN,True,True,Arin Lall,Toilets locked,False
INSP00442,2025-09-01,SCH0564,True,True,True,False,True,Yamini Sridhar,Needs repair,False
INSP00666,2025-05-27,SCH0431,UNKNOWN,True,False,True,False,Nidra Kashyap,No remarks,False
INSP02993,2026-02-24,SCH0544,True,True,UNKNOWN,False,True,Advika Sehgal,No remarks,False
INSP00494,2026-01-10,SCH0537,True,False,True,UNKNOWN,False,Lucky Chauhan,Average,False
INSP01259,2025-05-24,SCH0338,True,True,True,True,False,Daksha Gupta,No remarks,False
INSP01302,2026-06-02,SCH0286,True,True,True,True,False,Priya Kala,Good condition,False
INSP02671,2025-10-28,SCH0489,True,True,True,True,True,Owen Dhaliwal,No remarks,False
INSP02489,2025-08-24,SCH0544,True,True,True,False,True,Oni Khurana,Needs repair,False
INSP01383,2025-12-01,SCH0133,True,False,True,UNKNOWN,False,Robert Bahri,No remarks,False
INSP01305,2025-08-15,SCH0402,UNKNOWN,True,True,UNKNOWN,False,Azad Prakash,Needs repair,False
INSP00237,2025-12-17,SCH0180,UNKNOWN,True,True,True,False,Ria Babu,Toilets locked,False
INSP01986,2025-12-03,SCH0115,False,True,True,True,True,Christopher Chakraborty,Average,False
INSP00552,2025-10-15,SCH0162,False,True,False,True,False,Adweta Gupta,Good condition,False
INSP00521,2025-04-13,SCH0018,True,True,True,False,False,,Average,True
INSP01233,2025-07-19,SCH0395,True,True,True,True,True,Chatresh Misra,Toilets locked,False
INSP01139,2025-04-20,SCH0376,True,UNKNOWN,True,False,False,Krish Hayer,Needs repair,False
INSP01906,2025-01-05,SCH0400,True,True,True,True,True,Eta Kanda,Needs repair,False
INSP00721,2025-10-04,SCH0009,False,False,False,True,False,Prisha Chandran,Good condition,False
INSP00736,2025-05-23,SCH0224,True,True,True,True,UNKNOWN,Gautam Kannan,Toilets locked,False
INSP03000,2025-09-08,SCH0349,False,True,True,False,True,Bimala Talwar,Needs repair,False
INSP01751,2025-11-06,SCH0234,True,True,True,True,True,Jonathan Setty,Good condition,False
INSP00059,2026-09-03,SCH0030,UNKNOWN,False,True,True,False,Janaki Bora,,False
INSP00632,2026-02-09,SCH0166,False,True,True,False,False,Aashi Srinivasan,,False
INSP01182,2026-05-02,SCH0368,True,True,True,False,False,Azad Kota,Needs repair,False
INSP02323,2025-03-04,SCH0176,True,True,True,False,False,,No remarks,True
INSP00593,2025-05-23,SCH0155,False,True,True,True,False,Vamakshi Deshpande,Needs repair,False
INSP01304,2025-07-20,SCH0176,True,True,True,True,True,Omya Shenoy,Toilets locked,False
INSP01388,2025-12-19,SCH0351,True,True,True,True,False,Aarav Sandhu,No remarks,False
INSP02751,2025-07-19,SCH0157,True,UNKNOWN,True,True,True,,Needs repair,True
INSP02767,2025-05-05,SCH0081,True,True,False,True,False,Finn Prashad,Needs repair,False
INSP02055,2025-06-03,SCH0241,True,True,True,True,False,Chaitaly Sandhu,Average,False
INSP02349,2025-05-17,SCH0221,True,True,True,True,False,Urmi Gole,Needs repair,False
INSP00940,2025-09-28,SCH0471,UNKNOWN,True,True,False,True,Unni Balay,Needs repair,False
INSP02931,2025-12-26,SCH0262,True,False,True,True,UNKNOWN,Christopher Dutt,Needs repair,False
